Rating,Industry,Sector,Revenue,cada_hora,empleador,sueldo_min,sueldo_max,sueldo_promedio,titulo,senioridad,python_yn,r_yn,spark_yn,aws_yn,excel_yn,len_desc,compania,estado,HQ,tamano,ano,org,num_comps
2.3,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,76,126,101.0,cientifico de datos,na,1,0,0,0,1,1727,Vanda Pharmaceuticals,DC,1,201-500 ,17,publico,-1
3.9,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,114,182,148.0,cientifico de datos,senior,1,0,0,0,0,2364,Zest AI,CA,1,51-200 ,11,privado,-1
4.0,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,108,176,142.0,cientifico de datos,senior,1,0,0,1,0,4637,Novetta,VA,0,501-1000 ,8,privado,3
4.1,K-12 Education,Education,Unknown / Non-Applicable,0,0,130,208,169.0,cientifico de datos,senior,0,0,0,1,1,4743,CK-12 Foundation,CA,1,1-50 ,13,privado,-1
3.2,Lending,Finance,$500 million to $1 billion (USD),0,0,83,166,124.5,na,na,1,0,0,0,1,1925,PennyMac,AZ,0,1001-5000 ,12,publico,3
4.7,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),0,0,42,76,59.0,analysta de datos,na,1,0,0,0,1,3088,DECISIVE ANALYTICS Corporation,AL,0,51-200 ,24,privado,2
4.2,Consulting,Business Services,$10 to $25 million (USD),0,0,37,68,52.5,asesor,na,1,0,0,0,0,3849,Opinion Dynamics,CA,0,51-200 ,33,privado,-1
4.6,IT Services,Information Technology,$50 to $100 million (USD),0,0,52,99,75.5,ingeniero de datos,na,0,0,1,0,0,2047,Applied Information Sciences,TX,0,501-1000 ,38,privado,-1
3.7,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),0,0,105,173,139.0,cientifico de datos,senior,1,0,0,0,1,4929,Swiss Re,NY,0,10000+ ,157,publico,3
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,71,134,102.5,ingeniero de datos,na,1,0,1,1,1,4475,Takeda Pharmaceuticals,MA,0,10000+ ,239,publico,3
4.4,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),0,0,39,82,60.5,na,na,0,0,0,0,0,1934,WK Dickson,SC,0,201-500 ,91,privado,3
3.7,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,114,179,146.5,cientifico de datos,na,1,0,0,0,1,5123,The Hanover Insurance Group,MA,1,5001-10000 ,168,publico,-1
3.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,88,162,125.0,na,na,0,0,0,0,1,3965,Genentech,CA,1,10000+ ,44,subsidiary,-1
3.6,Insurance Carriers,Insurance,$10+ billion (USD),0,0,60,102,81.0,analysta de datos,senior,1,0,0,0,0,4898,MassMutual,MA,1,5001-10000 ,169,privado,-1
3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,100,166,133.0,ingeniero de ML,senior,1,0,0,1,0,3280,Tempus Labs,IL,1,501-1000 ,5,privado,-1
3.4,IT Services,Information Technology,$10+ billion (USD),0,0,55,99,77.0,analysta de datos,na,0,0,0,0,1,3256,General Dynamics Information Technology,DC,0,10000+ ,24,subsidiary,3
4.1,Research & Development,Business Services,$1 to $2 billion (USD),0,0,67,117,92.0,ingeniero de datos,na,0,0,0,0,0,3243,ManTech,VA,1,5001-10000 ,52,publico,-1
3.8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,92,150,121.0,cientifico de datos,senior,0,0,0,0,0,1937,Novartis,MA,0,10000+ ,24,publico,-1
4.0,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,116,209,162.5,ingeniero de datos,na,1,0,1,0,1,2447,Autodesk,CA,0,5001-10000 ,38,publico,-1
3.9,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,38,82,60.0,na,na,0,0,0,0,0,2026,Southwest Research Institute,TX,1,1001-5000 ,73,sin_lucro,3
-1.0,-1,-1,Unknown / Non-Applicable,0,1,85,90,87.5,na,na,1,0,0,0,1,5924,Muso,CA,1,201-500 ,-1,sin_lucro,-1
4.4,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,62,119,90.5,ingeniero de datos,na,1,0,1,0,0,1868,SpringML,IN,0,1-50 ,5,privado,-1
3.8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,86,143,114.5,cientifico de datos,na,1,0,0,0,0,5045,Novartis,MA,0,10000+ ,24,publico,-1
3.8,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,93,149,121.0,cientifico de datos,na,1,0,1,0,1,2327,Juniper Networks,CA,1,5001-10000 ,24,publico,-1
2.2,Advertising & Marketing,Business Services,$50 to $100 million (USD),0,0,84,136,110.0,cientifico de datos,senior,0,0,0,0,0,6612,The Integer Group,TX,0,501-1000 ,27,subsidiary,3
2.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,60,123,91.5,na,na,0,0,0,0,1,3984,Karyopharm Therapeutics Inc.,MA,1,201-500 ,-1,publico,-1
4.1,Research & Development,Business Services,$1 to $2 billion (USD),0,0,52,89,70.5,analysta de datos,na,0,0,0,0,0,4755,ManTech,VA,0,5001-10000 ,52,publico,-1
3.7,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,48,93,70.5,ingeniero de datos,na,0,0,0,0,1,3670,P2 Energy Solutions,LA,0,501-1000 ,-1,privado,-1
3.8,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,56,97,76.5,cientifico de datos,na,1,0,0,0,0,6411,PNNL,WA,1,1001-5000 ,55,gubernamental,3
3.6,Insurance Carriers,Insurance,$10+ billion (USD),0,0,65,119,92.0,ingeniero de datos,na,1,0,1,0,1,2929,MassMutual,MA,1,5001-10000 ,169,privado,-1
4.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,108,173,140.5,cientifico de datos,na,1,0,0,1,0,4819,Recursion Pharmaceuticals,UT,1,51-200 ,7,privado,-1
3.5,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,63,101,82.0,na,na,1,0,0,0,0,4196,Esri,VA,0,1001-5000 ,51,privado,1
3.3,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5,principal,na,0,0,0,0,0,3670,Rochester Regional Health,NY,1,10000+ ,6,hospital,-1
4.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,90,179,134.5,na,senior,0,0,0,0,0,4438,Rubius Therapeutics,MA,1,201-500 ,7,publico,-1
3.3,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,127,202,164.5,cientifico de datos,na,0,0,0,0,0,1688,Samba TV,CA,1,201-500 ,12,privado,-1
3.4,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),0,0,31,57,44.0,analysta de datos,na,0,0,0,0,0,2290,SV Microwave,FL,1,201-500 ,29,publico,-1
4.0,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,0,60,127,93.5,na,na,0,0,0,0,1,4637,ClearEdge,MD,1,51-200 ,18,privado,-1
4.4,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,75,143,109.0,ingeniero de datos,na,1,0,1,0,0,2353,SpringML,VA,0,1-50 ,5,privado,-1
3.8,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,105,194,149.5,ingeniero de datos,na,0,0,1,1,0,3297,Sumo Logic,TX,0,501-1000 ,10,privado,3
3.5,Research & Development,Business Services,Unknown / Non-Applicable,0,0,45,86,65.5,ingeniero de datos,na,0,0,1,1,1,4582,EAB,DC,1,1001-5000 ,13,privado,-1
3.5,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,0,95,154,124.5,cientifico de datos,senior,1,0,1,0,1,3870,Brighthouse Financial,NC,1,1001-5000 ,3,publico,-1
2.9,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,80,148,114.0,ingeniero de datos,na,1,0,1,0,0,3333,Affinity Solutions,CA,0,51-200 ,22,privado,3
3.9,Banks & Credit Unions,Finance,Unknown / Non-Applicable,0,0,36,62,49.0,analysta de datos,na,1,0,0,0,0,3971,Citadel Federal Credit Union,PA,1,501-1000 ,83,sin_lucro,3
3.3,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,54,115,84.5,principal,na,0,0,0,0,0,3627,Rochester Regional Health,NY,1,10000+ ,6,hospital,-1
3.7,IT Services,Information Technology,$100 to $500 million (USD),0,0,50,92,71.0,analysta de datos,na,0,0,0,0,1,2632,CALIBRE Systems,VA,1,501-1000 ,31,privado,3
3.6,Insurance Carriers,Insurance,$10+ billion (USD),0,0,67,135,101.0,director,na,0,0,0,0,0,4425,MassMutual,MA,0,5001-10000 ,169,privado,-1
3.5,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,82,132,107.0,cientifico de datos,na,1,0,1,1,0,5000,Esri,CA,1,1001-5000 ,51,privado,1
4.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,85,140,112.5,cientifico de datos,na,1,0,0,0,1,2161,New England Biolabs,MA,1,201-500 ,46,privado,3
3.9,Internet,Information Technology,$10 to $25 million (USD),0,0,138,224,181.0,ingeniero de ML,na,1,0,1,0,0,2015,Tapjoy,CA,1,201-500 ,13,privado,2
3.7,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),0,0,42,80,61.0,analysta de datos,na,1,0,1,0,0,5768,Motorola Solutions,IL,1,10000+ ,92,publico,3
4.1,Internet,Information Technology,$50 to $100 million (USD),0,1,190,220,205.0,ingeniero de datos,na,1,0,1,1,0,4037,Credit Sesame,CA,1,51-200 ,10,privado,3
3.1,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,68,139,103.5,na,na,0,0,0,0,0,5182,Reynolds American,KY,0,5001-10000 ,145,privado,-1
3.6,Insurance Carriers,Insurance,$10+ billion (USD),0,0,34,92,63.0,gerente,na,0,0,0,0,1,5647,MassMutual,MA,1,5001-10000 ,169,privado,-1
3.0,IT Services,Information Technology,$10+ billion (USD),0,0,54,71,62.5,asesor,na,0,0,0,0,1,3449,Infosys,CT,0,10000+ ,39,publico,3
3.5,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,65,124,94.5,ingeniero de datos,na,1,0,1,1,1,5743,Alignment Healthcare,CA,1,501-1000 ,7,privado,-1
3.6,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,35,62,48.5,analysta de datos,na,0,0,0,0,1,4608,San Manuel Casino,CA,1,1001-5000 ,34,privado,-1
3.5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,109,200,154.5,na,senior,1,0,0,0,1,4517,Sunovion,MA,1,1001-5000 ,10,privado,3
4.0,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,0,36,50,43.0,na,na,0,0,0,1,0,5160,Texas Health Huguley Hospital,TX,0,1001-5000 ,43,hospital,-1
3.7,Stock Exchanges,Finance,$500 million to $1 billion (USD),0,0,61,113,87.0,ingeniero de ML,na,1,0,0,0,1,2860,Cboe Global Markets,KS,0,501-1000 ,47,publico,-1
2.4,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,39,66,52.5,na,na,0,0,0,0,0,2433,Teasdale Latin Foods,IL,0,501-1000 ,-1,privado,-1
3.2,Research & Development,Business Services,Unknown / Non-Applicable,0,0,43,86,64.5,ingeniero de datos,na,1,0,0,1,1,2926,Guidepoint,NY,1,501-1000 ,17,privado,3
2.1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,74,149,111.5,na,na,0,0,0,0,1,4300,Cerus Corporation,CA,1,201-500 ,-1,publico,-1
3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,113,196,154.5,ingeniero de datos,na,0,0,1,1,1,6817,Takeda Pharmaceuticals,MA,0,10000+ ,239,publico,3
2.6,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,167,124.0,ingeniero de ML,senior,0,0,0,0,0,5379,Software Engineering Institute,PA,1,501-1000 ,36,universidad,-1
4.4,Consulting,Business Services,$50 to $100 million (USD),0,0,97,160,128.5,cientifico de datos,senior,1,0,0,1,1,3160,Maven Wave Partners,IL,1,201-500 ,12,privado,-1
3.7,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,48,78,63.0,na,na,0,0,0,0,0,1945,Vail Health,CO,1,501-1000 ,54,hospital,-1
3.5,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,42,86,64.0,gerente,na,0,0,0,0,0,3846,Central California Alliance for Health,CA,1,501-1000 ,24,sin_lucro,-1
3.0,Gas Stations,Retail,$10+ billion (USD),0,0,69,127,98.0,ingeniero de datos,senior,1,0,0,0,0,2133,Pilot Flying J Travel Centers LLC,TN,1,10000+ ,62,privado,3
4.2,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,110,175,142.5,cientifico de datos,na,0,0,0,0,0,3833,Nuna,CA,1,51-200 ,10,privado,-1
3.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,102,172,137.0,cientifico de datos,senior,1,0,0,0,0,3169,AstraZeneca,NY,0,10000+ ,107,publico,3
4.0,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,74,124,99.0,ingeniero de datos,na,1,0,0,1,0,4701,Pinnacol Assurance,CO,1,501-1000 ,105,sin_lucro,-1
3.3,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,40,68,54.0,na,na,0,0,0,0,0,2832,Palermo's Pizza,WI,1,501-1000 ,56,privado,-1
4.4,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,108,171,139.5,cientifico de datos,senior,1,0,0,0,0,2518,MathWorks,MA,1,1001-5000 ,36,privado,-1
3.4,IT Services,Information Technology,$25 to $50 million (USD),0,0,76,142,109.0,ingeniero de datos,na,0,0,0,1,0,3677,MetroStar Systems,MD,0,201-500 ,21,privado,-1
3.3,Insurance Carriers,Insurance,$10+ billion (USD),0,0,202,306,254.0,director,na,1,0,0,0,0,4471,Liberty Mutual Insurance,IL,0,10000+ ,108,privado,3
2.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,49,97,73.0,na,na,0,0,0,0,0,3725,Audentes Therapeutics,CA,0,201-500 ,8,subsidiary,3
2.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,113,81.0,na,na,0,0,0,0,1,3776,Advanced BioScience Laboratories,MD,1,201-500 ,59,privado,-1
3.6,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,42,68,55.0,na,na,0,0,0,0,0,2801,Beebe Healthcare,DE,0,1001-5000 ,85,sin_lucro,-1
3.1,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,65,134,99.5,na,na,0,0,0,0,1,7121,Reynolds American,NC,1,5001-10000 ,145,privado,-1
3.3,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,32,59,45.5,analysta de datos,na,0,0,0,0,0,2867,National Interstate,OH,1,501-1000 ,31,privado,-1
4.5,Consulting,Business Services,$25 to $50 million (USD),0,0,87,158,122.5,ingeniero de datos,senior,1,0,1,1,0,2311,Moser Consulting,IN,1,51-200 ,24,privado,-1
3.9,Financial Analytics & Research,Finance,$1 to $2 billion (USD),0,0,107,173,140.0,cientifico de datos,senior,1,0,0,0,1,5338,TransUnion,IL,1,5001-10000 ,52,publico,-1
3.2,Federal Agencies,Government,$1 to $2 billion (USD),0,0,56,99,77.5,na,senior,0,0,0,0,0,3243,MITRE,VA,0,5001-10000 ,62,sin_lucro,3
3.3,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,1,1,50,56,53.0,na,na,0,0,0,0,1,1848,Mcphail Associates,MA,1,1-50 ,44,privado,-1
3.1,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,80,155,117.5,na,senior,0,0,0,0,1,7361,Reynolds American,NC,1,5001-10000 ,145,privado,-1
2.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,43,98,70.5,na,na,0,0,0,0,0,3374,Crown Bioscience,CA,1,501-1000 ,14,privado,-1
4.8,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),0,0,45,78,61.5,gerente,na,0,0,0,0,1,3693,HOVER,CA,1,51-200 ,9,privado,-1
2.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,44,96,70.0,na,na,0,0,0,0,1,4707,Q2 Solutions,NY,0,1001-5000 ,5,privado,-1
2.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,50,110,80.0,na,senior,0,0,0,0,1,4613,Q2 Solutions,GA,0,1001-5000 ,5,privado,-1
3.4,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,61,119,90.0,ingeniero de datos,na,0,0,1,0,1,2752,Arbella Insurance,MA,1,1001-5000 ,32,privado,-1
-1.0,-1,-1,Unknown / Non-Applicable,0,1,100,140,120.0,na,na,0,0,0,0,1,3309,Kronos Bio,MA,0,Unknown,-1,privado,-1
2.6,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,56,91,73.5,na,na,0,0,0,0,1,3078,Software Engineering Institute,PA,1,501-1000 ,36,universidad,-1
3.8,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,68,114,91.0,cientifico de datos,na,1,0,0,0,1,2915,Zimmerman Advertising,FL,1,501-1000 ,36,subsidiary,-1
5.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,1,150,160,155.0,cientifico de datos,na,0,0,0,1,1,3213,BPA Services,DC,0,Unknown,-1,privado,-1
3.6,Insurance Carriers,Insurance,$10+ billion (USD),0,0,101,158,129.5,na,na,1,0,1,1,1,4624,MassMutual,MA,0,5001-10000 ,169,privado,-1
4.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,125,210,167.5,cientifico de datos,senior,0,0,0,1,1,4914,Pfizer,NY,1,10000+ ,171,publico,-1
3.8,Banks & Credit Unions,Finance,$1 to $2 billion (USD),0,0,43,77,60.0,analysta de datos,na,0,0,0,1,1,4103,Associated Banc-Corp,WI,1,1001-5000 ,150,publico,3
3.9,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,139,221,180.0,cientifico de datos,na,1,0,0,0,1,3199,Zest AI,CA,1,51-200 ,11,privado,-1
3.8,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),0,0,44,86,65.0,analysta de datos,na,0,0,0,0,1,2501,Fareportal,NY,1,1001-5000 ,18,privado,3
4.3,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,78,147,112.5,ingeniero de datos,senior,1,0,1,1,0,4577,Genesys,NC,0,5001-10000 ,30,privado,3
1.9,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,65,110,87.5,analysta de datos,senior,1,0,0,0,1,4537,Moda Operandi,NY,1,201-500 ,10,privado,3
3.3,Insurance Carriers,Insurance,$10+ billion (USD),0,0,37,66,51.5,na,na,1,0,0,0,1,4323,Liberty Mutual Insurance,IN,0,10000+ ,108,privado,3
4.7,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,38,64,51.0,na,na,0,0,0,0,1,4223,QK,CA,0,51-200 ,48,privado,-1
3.1,Banks & Credit Unions,Finance,$10+ billion (USD),0,0,43,82,62.5,na,na,1,0,0,0,1,3325,Santander,MA,0,10000+ ,164,privado,-1
3.4,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,1,90,110,100.0,ingeniero de datos,senior,0,0,0,0,0,3889,Tivity Health,AZ,0,501-1000 ,39,publico,-1
4.4,IT Services,Information Technology,Unknown / Non-Applicable,0,0,61,109,85.0,ingeniero de datos,na,1,0,1,1,0,2869,BRMi,VA,0,51-200 ,16,privado,-1
3.9,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,93,151,122.0,cientifico de datos,senior,1,0,0,1,0,5647,Luminar Technologies,FL,1,201-500 ,8,privado,-1
3.9,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,52,81,66.5,asesor,na,1,0,0,0,0,4759,"Emtec, Inc.",IL,0,501-1000 ,25,privado,-1
4.7,Lending,Finance,Unknown / Non-Applicable,0,0,40,101,70.5,na,na,0,0,1,0,1,2708,Veterans United Home Loans,MO,1,1001-5000 ,18,privado,-1
4.7,Security Services,Business Services,$10 to $25 million (USD),0,0,97,180,138.5,ingeniero de datos,senior,1,0,1,0,0,4854,Praetorian,TX,1,51-200 ,10,privado,-1
3.4,Consulting,Business Services,$100 to $500 million (USD),0,0,81,134,107.5,cientifico de datos,na,0,0,1,0,1,8761,PA Consulting,MA,0,1001-5000 ,77,privado,3
3.8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,84,157,120.5,na,na,0,0,0,0,0,2683,Agios Pharmaceuticals,MA,1,501-1000 ,12,publico,-1
2.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,113,81.0,na,na,0,0,0,0,0,4740,Advanced BioScience Laboratories,MD,1,201-500 ,59,privado,-1
3.1,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,68,139,103.5,na,na,0,0,0,0,0,5169,Reynolds American,KY,0,5001-10000 ,145,privado,-1
3.4,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),0,0,75,140,107.5,ingeniero de datos,senior,0,0,0,0,0,4288,Echo Global Logistics,IL,1,1001-5000 ,15,publico,3
4.0,Internet,Information Technology,Unknown / Non-Applicable,0,0,121,203,162.0,ingeniero de datos,na,1,0,1,1,1,3978,Glassdoor,CA,0,1001-5000 ,13,privado,2
3.5,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,52,85,68.5,na,na,1,0,1,0,1,3413,Esri,CA,1,1001-5000 ,51,privado,1
3.4,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,81,140,110.5,cientifico de datos,senior,0,0,0,0,1,1735,Assurant,OH,0,10000+ ,42,publico,3
3.7,Industrial Manufacturing,Manufacturing,$10+ billion (USD),0,0,63,99,81.0,cientifico de datos,na,0,0,0,0,0,2739,Caterpillar,IL,0,10000+ ,95,publico,3
4.3,Real Estate,Real Estate,$2 to $5 billion (USD),0,1,110,150,130.0,cientifico de datos,senior,1,0,1,0,1,9120,Equity Residential,IL,1,1001-5000 ,27,publico,3
3.7,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,83,148,115.5,ingeniero de datos,senior,1,0,0,0,1,6569,F&G,IA,1,201-500 ,-1,subsidiary,-1
3.8,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,60,101,80.5,cientifico de datos,senior,0,0,0,0,0,5188,PNNL,WA,1,1001-5000 ,55,gubernamental,3
4.6,Lending,Finance,$100 to $500 million (USD),0,0,31,55,43.0,analysta de datos,na,0,0,0,0,1,4328,GreatAmerica Financial Services,IA,1,501-1000 ,28,privado,-1
4.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,102,178,140.0,director,na,0,0,0,0,1,5449,Acceleron Pharma,MA,1,201-500 ,17,publico,-1
-1.0,-1,-1,Unknown / Non-Applicable,0,1,110,130,120.0,na,senior,0,0,0,0,0,3214,Kronos Bio,MA,0,Unknown,-1,privado,-1
3.0,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,48,85,66.5,analysta de datos,senior,0,0,0,0,1,3766,AmeriHealth Caritas,PA,1,5001-10000 ,37,privado,3
4.7,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,66,123,94.5,ingeniero de datos,na,1,0,0,1,0,1504,Strategic Employment Partners,CA,0,51-200 ,14,privado,-1
3.8,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,92,146,119.0,cientifico de datos,senior,0,0,0,0,0,5186,PNNL,WA,0,1001-5000 ,55,gubernamental,3
3.2,Health Care Services & Hospitals,Health Care,$10+ billion (USD),1,0,42,58,50.0,na,na,0,0,0,0,0,1844,Catholic Health Initiatives,NE,0,10000+ ,24,sin_lucro,2
2.7,Financial Transaction Processing,Finance,$2 to $5 billion (USD),1,0,20,34,27.0,analysta de datos,senior,0,0,0,0,1,4299,FLEETCOR,TN,0,5001-10000 ,20,publico,-1
3.3,Insurance Carriers,Insurance,$10+ billion (USD),0,0,150,239,194.5,director,na,1,0,0,0,0,3935,Liberty Mutual Insurance,IL,0,10000+ ,108,privado,3
3.9,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,52,91,71.5,na,senior,1,0,0,1,1,2332,Southwest Research Institute,TX,1,1001-5000 ,73,sin_lucro,3
3.7,Colleges & Universities,Education,Unknown / Non-Applicable,0,1,82,129,105.5,cientifico de datos,na,1,0,0,1,0,8734,Applied Research Laboratories,TX,1,501-1000 ,-1,universidad,-1
3.1,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,47,101,74.0,na,senior,0,0,0,0,1,6034,Reynolds American,NC,1,5001-10000 ,145,privado,-1
3.7,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,49,76,62.5,analysta de datos,na,0,0,0,0,1,4774,Raytheon,AL,0,10000+ ,98,publico,-1
4.3,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,43,88,65.5,na,senior,0,0,0,0,0,2222,RTI International,NC,0,1001-5000 ,62,sin_lucro,3
3.6,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,124,199,161.5,director,na,1,0,0,1,1,5121,TRANZACT,NJ,1,1001-5000 ,31,privado,-1
2.1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,52,93,72.5,analysta de datos,senior,0,0,0,0,1,1359,United BioSource,PA,1,1001-5000 ,17,na,2
3.9,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,97,181,139.0,ingeniero de datos,senior,1,0,0,1,1,4915,Figure Eight,CA,1,51-200 ,12,publico,-1
3.9,Internet,Information Technology,$10 to $25 million (USD),0,0,100,173,136.5,ingeniero de datos,senior,0,0,0,0,0,3466,Tapjoy,CA,1,201-500 ,13,privado,2
3.8,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),0,0,53,96,74.5,cientifico de datos,na,1,0,1,0,0,3172,Fareportal,NY,1,1001-5000 ,18,privado,3
3.1,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,65,96,80.5,na,senior,0,0,0,0,1,5749,Reynolds American,NC,1,5001-10000 ,145,privado,-1
3.5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,56,95,75.5,cientifico de datos,na,1,0,0,0,1,3543,Sartorius,NM,0,5001-10000 ,150,publico,-1
4.7,IT Services,Information Technology,Unknown / Non-Applicable,0,0,111,176,143.5,cientifico de datos,na,1,0,1,0,0,5020,1904labs,MO,1,51-200 ,4,privado,2
5.0,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),0,0,75,127,101.0,cientifico de datos,na,1,0,0,0,0,2711,Royce Geospatial,VA,0,51-200 ,6,privado,-1
