ID_MES,ID_PAIS,ID_CONTINENTE,ID_OCM,NUMERO_VISITANTES
2,11,2,4,0
2,11,2,5,0
2,11,2,6,1
2,12,7,1,6125
2,12,7,2,66
2,12,7,3,267
2,12,7,4,161
2,12,7,5,141
2,12,7,6,664
2,13,4,1,2184
2,13,4,2,54
2,13,4,3,150
2,13,4,4,71
2,13,4,5,50
2,13,4,6,328
2,14,5,1,29
2,14,5,2,0
2,14,5,3,1
2,14,5,4,0
2,14,5,5,1
2,14,5,6,0
2,15,2,1,94
2,15,2,2,0
2,15,2,3,0
2,15,2,4,0
2,15,2,5,0
2,15,2,6,0
2,16,5,1,6
2,16,5,2,0
2,16,5,3,0
2,16,5,4,0
2,16,5,5,1
2,16,5,6,0
2,17,5,1,54
2,17,5,2,0
2,17,5,3,0
2,17,5,4,0
2,17,5,5,2
2,17,5,6,4
2,18,2,1,81
2,18,2,2,1
2,18,2,3,0
2,18,2,4,1
2,18,2,5,0
2,18,2,6,4
2,19,4,1,3238
2,19,4,2,76
2,19,4,3,103
2,19,4,4,114
2,19,4,5,114
2,19,4,6,166
2,20,2,1,138
2,20,2,2,0
2,20,2,3,1
2,20,2,4,0
2,20,2,5,1
2,20,2,6,2
2,21,4,1,254
2,21,4,2,1
2,21,4,3,5
2,21,4,4,4
2,21,4,5,1
2,21,4,6,21
2,22,6,1,2
2,22,6,2,0
2,22,6,3,0
2,22,6,4,0
2,22,6,5,0
2,22,6,6,0
2,23,2,1,15
2,23,2,2,0
2,23,2,3,0
2,23,2,4,0
2,23,2,5,0
2,23,2,6,0
2,24,5,1,1
2,24,5,2,0
2,24,5,3,0
2,24,5,4,0
2,24,5,5,0
2,24,5,6,0
2,25,3,1,9542
2,25,3,2,14108
2,25,3,3,39593
2,25,3,4,7013
2,25,3,5,493
2,25,3,6,4140
2,26,4,1,21
2,26,4,2,4
2,26,4,3,8
2,26,4,4,1
2,26,4,5,0
2,26,4,6,1
2,27,6,1,1
2,27,6,2,0
2,27,6,3,0
2,27,6,4,0
2,27,6,5,0
2,27,6,6,0
2,28,3,1,40856
2,28,3,2,1916
2,28,3,3,770
2,28,3,4,401
2,28,3,5,208
2,28,3,6,6638
2,29,5,1,15
